,Grp_Collections_0,Grp_Collections_1,Grp_Collections_2,Grp_Collections_3,Grp_Collections_4,Grp_Collections_5,Grp_Collections_6
33,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
34,0.34429065717787727,-0.9322063464154003,0.7967266210114835,1.1665255270586086,0.8532547671980361,-0.6407556820934954,-0.631809846208512
35,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
36,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
37,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
38,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
39,3.036316266390194,-3.196813805794144,-3.493837123260294,-0.9969017696025185,2.516026798042626,-0.12116384997683559,1.101738109768706
40,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
41,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
42,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
43,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
44,0.014845396735951828,-0.9112327436634483,-0.37390261200255887,1.0052013385100125,0.46596699542984854,-0.117394897211021,-1.3866332169239266
45,0.07586753605926572,-0.84047987713948,-0.3612583893947639,1.0255026927056106,0.46881805439236646,-0.04287687018735652,-1.3405778555433439
46,15.48441305658114,5.5421203704623725,-3.8593033109174777,-0.9529302176947899,-0.9784828283822424,-1.6559900157679577,-0.32449227118827034
47,-0.869129848932986,0.6042480666628908,0.1007532552382349,-0.03883286049653074,-0.1957921315400304,0.012703289425532126,0.13808410624922926
48,0.4696315870876844,-0.4307062775031987,-0.28445363183456646,1.155084131779319,0.5114926124427883,0.4079116572668353,-1.1552775042270482
49,-0.869129848932986,0.6042480666628909,0.10075325523823496,-0.03883286049653073,-0.1957921315400304,0.01270328942553213,0.13808410624922923
