,Grp_Utilization_0,Grp_Utilization_1,Grp_Utilization_2,Grp_Utilization_3,Grp_Utilization_4,Grp_Utilization_5,Grp_Utilization_6,Grp_Utilization_7,Grp_Utilization_8
0,-0.8531841395599595,-0.6395572245873421,2.3326877763678415,-7.974206000600171,-0.9868990247946645,-4.358299882992587,0.010232210686242225,0.8933248659939752,0.8873471285348875
1,-2.65729773681907,0.05484656670802629,1.4586544565164017,-0.18163651388213453,-0.15398676114624965,-0.06881771912115778,-0.28499901806517713,0.027050629833416554,-0.02507424311697888
2,-4.87822581388616,0.2894251638658647,3.1060825810405794,-0.36858519889530716,-1.4809391128663951,0.3638488277834266,-0.630313169498768,1.1112993347182842,-0.25330777126172643
3,1.961540964627358,-5.188898085845586,0.9896433904463521,-4.7481007148036065,0.7053084753738259,-0.13736667148790258,4.406686863993327,-0.6453978629972471,0.17755285942476554
4,-0.5116618344082281,-0.40606246160239495,-0.7254080123348899,0.12437349458739022,1.4742347024372906,-0.4539084541519079,0.12506709413362074,-0.727620620590924,0.561801131782429
5,-2.930194079797614,-0.3570688624950479,0.17774701889024408,0.08022781342024982,-0.838970173383742,0.9593804212515429,-0.18223574069132842,0.9850321194361459,1.1386229913173573
6,2.649945408046285,-0.31352476442381266,-2.207322167172086,0.3029506982613321,0.09871310833249482,0.9595979712069027,0.3417811719545197,0.9722765110767564,-0.6499513981452301
7,-2.8611981055281994,-0.21864570546043868,0.8439938362050013,-0.07225690894806058,-0.14526462789132996,0.17939597558126047,-0.23476546371357504,0.3347472193936423,0.5259822290810519
8,5.791628698178849,0.5926654571755813,-2.172405767766162,0.3013909108843583,-4.179267207180788,1.935314276950276,0.24018034149834636,-0.6503983431799621,-0.9036923431312882
9,5.131504293442741,-3.445203485501067,3.7767747969768646,0.8234055212095784,2.606698330398239,4.35577902359429,4.978064058609694,1.477481483793251,0.37964452064989085
10,-2.1352656123440115,-0.369535920200085,0.12989101560268565,0.03713904211019942,-0.4623113212223032,1.1023802351633019,-0.23681409118838692,0.4063731205639963,-0.4970467828341316
11,-2.8206522406281618,-0.2236472208827167,0.4695068894311844,0.02817669235312283,-0.8640475691058005,0.6200421486680983,-0.19632748521151744,1.3333088609290573,1.251073640007772
