,Grp_Unsecured_0,Grp_Unsecured_1,Grp_Unsecured_2,Grp_Unsecured_3,Grp_Unsecured_4,Grp_Unsecured_5
0,-1.7116096982107454,1.3112709491605183,-0.13054256281306922,-0.10084717299941372,1.190524369399109,-1.757224936582472
1,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
2,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
3,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
4,-0.7276924680708486,-1.21575920938693,0.5160689469639407,-0.3715374629412805,-0.1341703068510676,0.6199980386545555
5,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
6,-0.6556322550782001,-1.0434469994894557,0.21154475115321245,-0.9375195120194678,0.2863944343953972,0.8692451571688057
7,-0.2931855810924714,-2.398296210671214,-0.0770299886804196,-0.49948195736499634,0.42828342285743637,-0.26753404380195545
8,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
9,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
10,-0.5694778661825869,0.14645318739933763,0.14629542613499538,0.10855216289362742,-0.09046251240136934,-0.9377546043527524
11,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
12,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
13,-1.5062357273221971,0.3223875444311975,-0.1757849916091075,-0.04687511653111526,0.22195529889316387,-0.7879752557368674
14,-0.02354207878690346,0.28197768847564597,-0.07570187929795576,-0.39169780630477813,0.2965106956163276,-0.6999694127383197
15,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
16,1.3398694995367306,0.258262451565625,1.542833882595214,0.8108306242541781,0.36353604880434487,-0.47385220204411804
17,-0.26872804177019144,-2.3935942933016965,-0.045072179259446364,-0.34793185366623125,0.41955230865777193,-0.25770957447697646
18,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
19,-0.8936118925949823,0.8371183244987723,0.1252289046930262,0.2252886432129157,0.9165805614210695,-1.1710775359542502
20,1.364646181671267,0.5162407115603052,0.49987317845528095,-0.22203836377589575,0.4570895848866239,-1.3903943800335379
21,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
22,-0.43341179232539045,0.34653366553716014,0.31005609126931377,0.047103916089225144,0.35909966288058104,-0.6088209252939777
23,-0.09791589336049521,-1.2624904722250059,-0.026015745452379314,0.013091346280783353,-0.1795914886100155,0.5652827599054717
24,-0.2507183991783307,-2.390131972329597,-0.021539610504002396,-0.2363358682153222,0.41312303365620084,-0.2504751925194919
25,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
26,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
27,-0.5647709871691224,0.768783651590131,-0.3336381555480547,0.20250484940459829,1.1735908202576997,-0.04136662981326392
28,0.588282936567342,0.03770812428051073,0.34547162147674343,-0.12022770581233463,-0.191058005505513,-0.9689555974927788
29,-0.24682742701342253,-2.38938394002081,-0.01645541355066573,-0.2122256244450641,0.4117339927607997,-0.24891220876324524
30,0.2858902499067497,-0.8991399956505279,-0.5454250901095501,-0.2101516017923163,0.6073239844894692,1.1099336722044315
31,-0.7715661854503449,0.3714935931769627,0.05119479502287188,0.1591886047911662,0.3186275684512315,-0.6289975768176514
32,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
33,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
34,-0.6089757608401727,0.6926159213193555,0.14889264117144319,0.16675682529924085,0.5141813783469762,-1.3428047419383968
35,-0.6897623167814795,-1.2031412461950257,0.6075280172097555,-0.028916385936291856,-0.1507192431084968,0.6450512780050603
36,-0.5919887672926724,-1.1378920303938267,0.2690293839155984,-0.6172858235014503,0.07314471197141807,0.7343850155635675
37,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
38,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
39,-1.209238213054405,0.41260283798305813,-0.02410042058524742,0.2456749919392694,0.35665600518025636,-0.6172025653624179
40,-0.09791589336049521,-1.2624904722250059,-0.026015745452379314,0.013091346280783353,-0.1795914886100155,0.5652827599054717
41,-1.7560280024155401,0.21538881556208445,-0.22639146505610508,-0.6068662830079199,0.05276026568670727,-0.9694561706603602
42,-1.4556268265624106,0.8811841154381226,-0.019464812372423274,0.3386818548786667,0.8608986309079272,-1.1646517863331425
43,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
44,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
45,-0.19154189594974688,-2.3787553974120903,0.05578425218957272,0.13034882081439017,0.3919975720626504,-0.2267042917323008
46,1.0099878860668021,1.3883606302108888,0.07522111874003694,-0.07047354748680315,2.249294046477672,-0.16787911669552585
