,Grp_Inqs_0,Grp_Inqs_1,Grp_Inqs_2,Grp_Inqs_3,Grp_Inqs_4,Grp_Inqs_5,Grp_Inqs_6,Grp_Inqs_7,Grp_Inqs_8
0,-1.5435719854998429,0.9184149661674683,-0.56847292182157,-1.0985751880580994,0.3324536579269195,0.21990138820558022,-0.2561576130190373,0.1833399971475582,0.8031497066427135
1,-3.281464657192899,0.03807120801843976,0.08420482316679526,0.2470688561657501,0.14295940895300094,0.05209572278979374,-0.6648637088897886,0.11674190905170437,-0.018236223194215917
2,-3.358713150657208,0.37020278872060886,-0.22564506466061637,0.25138563493796756,-0.35152158470261474,-0.030044742179650263,-0.5239183159934211,0.295721535368928,-0.2253033853073083
3,-3.213394128951321,0.38266347456668715,-0.29391439488610005,0.3374066400187386,-0.147912720518909,-0.10326821057447573,-0.4844013130484166,0.35353716577328725,-0.23640439407210162
4,-3.145023023627274,0.442551677738451,-0.3053794817982805,0.31838563324699637,-0.15316336982508091,-0.09750461934943357,-0.4948271282755663,0.3403847653492983,-0.23062672263970202
5,-3.668925686922863,-0.03921122540606746,0.09785950902224458,-0.031942453807492305,-0.023932321006504016,0.0918548882376553,-0.48735909568261104,0.027105871738648524,0.37578580158226865
6,-3.708772252610848,-0.17116651724581147,0.23007957351004715,0.16157009920327645,0.2783992608925754,0.020952876658716823,-0.6564607866913549,-0.014740116179213596,0.17721600302462415
7,-1.5269388074771273,1.7681277132630537,1.4797207786014221,1.1263843483455496,0.9493518194830965,-0.8414018828625903,-0.7287878608310479,-0.8191578273757939,-0.71685196570014
8,-4.26233186465613,-0.38868385535545485,0.34213800755495805,0.2964159431666151,0.9196406107529309,-0.04302558449201643,3.1253068734224185,-0.12883092110788819,-0.3655229067334965
9,0.6714281221522057,1.720232457365231,-1.377133576306734,0.02233837980456954,0.40289299514798427,0.17977163036840826,-0.39846111832723424,0.7047392322368793,-0.45641864426240514
10,-3.406414833299996,0.2888364859051457,-0.05197775585219866,0.14245983409451085,-0.18508100575953343,0.019887128249373564,-0.5579688702297655,0.10120290616441513,-0.012458515782977075
11,-4.26233186465613,-0.38868385535545485,0.34213800755495805,0.2964159431666151,0.9196406107529309,-0.04302558449201643,3.1253068734224185,-0.12883092110788819,-0.3655229067334965
12,-1.0259030082045237,1.7656295482103954,-1.3911973766200594,0.1495729663821428,-0.2517576897424766,-0.08075637856552995,-0.26839258419073153,0.6589780717495755,-0.08726918598443503
13,-1.4800995446191254,2.430448399535917,-0.13797062798985385,-0.061017676290960304,-1.1667936461172106,-0.3493988267736648,-0.1484864758889561,-0.467518381953495,-0.5389517643976428
14,-2.579089819488044,0.8180481838902578,-0.5624415174504728,-0.16244943472631626,-0.30486268218610285,0.032696181973149115,-0.265859771880444,0.3974849253015839,0.20067223199414005
15,-3.6704920312119524,0.010883193678620107,0.009602141491014063,0.22881873751204126,-0.06615289988634855,-0.01928271554500514,-0.5322782303710948,0.16872623786620272,-0.02458123122367961
16,-4.26233186465613,-0.38868385535545485,0.34213800755495805,0.2964159431666151,0.9196406107529309,-0.04302558449201643,3.1253068734224185,-0.12883092110788819,-0.3655229067334965
17,-3.7829235930876175,-0.12932160759576442,0.19349065069593105,0.13771411402239425,0.0972221799781731,0.025379170634722805,-0.5973112225123701,-0.010869401443892616,0.18860371173837165
18,-1.6527939511024776,1.483012350029476,-0.7094185163269958,0.3167193185642118,-0.3033912763013903,-0.0012939204769291503,-0.5574653292294912,0.4310764303667013,-0.665614391682594
19,-2.7611600101832345,0.7088844516808567,-0.41453913269265824,0.10524462520276254,-0.20683577350018534,-0.002047902831650264,-0.45937666190960524,0.3201221241967959,-0.04847440379845236
20,-3.7826746359641454,-0.1292498374119689,0.1934056039558726,0.13763207954470275,0.09665359007785078,0.025412919424204868,-0.600142378647597,-0.010748343083227597,0.1890219928686464
21,-0.7740588757033727,-1.6780440514384032,-0.37901733762409023,2.87233425551461,-0.458233653714205,0.4192176231342413,-0.245455293975242,-0.6049756132343957,0.8622482718992706
22,-2.6434262867099854,1.373168350571466,2.096410336066935,0.268791841616269,0.24757046487491183,-0.463490827228713,-0.632274226301296,-1.1550601851277718,-0.02245073066604214
23,0.32242539894094646,-0.6135336487589301,-0.8282223318718019,2.28067952445323,-0.7399287204814202,2.6101808405244364,-0.015452144083904596,-0.9325062448476688,0.9285228684744089
24,-0.9821023939319968,1.6817161404760113,6.206697080717422,1.6634294566576662,-0.6076532583235548,2.32736305361613,-0.1847789900178033,3.260009873300291,0.8142006664003826
25,-4.26233186465613,-0.38868385535545485,0.34213800755495805,0.2964159431666151,0.9196406107529309,-0.04302558449201643,3.1253068734224185,-0.12883092110788819,-0.3655229067334965
26,-3.671021681749294,0.010730504268161512,0.009783076468663601,0.2289932639709907,-0.06494323798942093,-0.01935451531612446,-0.5262550110013952,0.16846868899641454,-0.02547111467959473
27,0.065272059727016,2.952381709235381,-1.266370499582668,0.35482519135957297,-1.7555089919212314,-0.3919769483643929,-0.09382932898000013,0.498613428713952,-1.2046248182611647
28,-0.0878181286396428,-1.0496870841429342,-0.771518552436178,2.516732171667606,-1.0922751251122598,-0.7005504347492494,-0.06238447529897203,-0.31180992616744274,1.2126309271824778
29,2.9298519444774405,-2.3135787067060543,-1.193202984822098,5.452077696435255,-1.2585417725924624,3.093288152377644,0.15363230663891458,-1.6710578181102829,1.1087097872852614
30,4.720001072849419,5.69251201027707,19.110676442389643,5.700285439303096,-1.6727061762000015,6.036362440223879,0.6438017665494915,9.133977211670027,0.7465661342475889
31,-3.0904300579840194,0.5754018892973229,-0.2700651673797288,-0.23008571123981117,-0.5067522461057854,0.1716871029392447,-0.37653232224685557,0.15118134367885694,0.3674905971753122
32,-0.7733759783060107,-1.5787925474993196,-0.37795938085769504,2.996800238472611,-0.3416750165062907,1.6467303434148093,-0.3031196915896594,-0.8042753601606265,0.5016170402603993
