,Grp_PublicRecords_0,Grp_PublicRecords_1,Grp_PublicRecords_2,Grp_PublicRecords_3,Grp_PublicRecords_4,Grp_PublicRecords_5,Grp_PublicRecords_6
0,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
1,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
2,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
3,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
4,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
5,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
6,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
7,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
8,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
9,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
10,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
11,17.132113122541476,179.22130006456203,-80.15497569071938,449.96985217632783,1230.379598959956,137.79780682196957,-107.99919616493672
12,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
13,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
14,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
15,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
16,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
17,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
18,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
19,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
20,4.239849557494095,-0.3507830574101607,0.8517794340081392,0.3636844631803648,-0.16038107727224032,0.8397085316501598,0.04750799974377948
21,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
22,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
23,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
24,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
25,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
26,4.185899720945732,-0.3468478962142053,0.8420172114766045,0.35971075393029084,-0.15877481938972804,0.8321452273905017,0.04692466646138159
27,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
28,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
29,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
30,7.1442302950803915,-0.5152041643703963,1.251196873357509,0.4012305209335012,-0.1910277045972173,1.2008373464181203,0.020836121624310224
31,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
32,55.72035940676243,668.8356526824015,-263.09204222282546,1687.9669999028724,4670.700215614289,556.3357734129204,-413.4276140834389
33,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
34,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
35,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
36,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
37,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
38,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
39,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
40,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
41,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
42,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
43,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
44,4.724590359861332,27.096678462800224,8.832293597292963,0.3252094225617092,-3.395990406202167,1.0314664918705438,-13.994899657436166
45,19.320814634110647,217.64799461361753,-91.42149652451386,547.8579863847679,1507.790758993408,170.51761644518493,-132.50742342813334
46,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
47,-0.8113398067613432,0.021295594696532017,-0.07420143514891576,-0.02408576976704309,-0.009260321643869897,0.1365758725616352,-0.0027317898388012885
48,34.54292306908646,18.075581220420453,-70.06967683089408,33.51095603906958,-20.210248422795267,5.08830975351676,0.9545833212874769
49,-0.8113398067613433,0.021295594696532014,-0.07420143514891575,-0.024085769767043092,-0.009260321643869899,0.1365758725616352,-0.00273178983880129
