ApplicationBorrowerEventSK,CreditReportId,ActiveCreditLimit,AverageBankRevolvingUtil,AverageChargeCardUtil,AverageCreditCardUtil,AverageCreditUnionUtil,AverageFinanceRevolveUtil,AverageHELOCUtil,AverageLineOfCreditUtil,AverageRetailUtil,AverageRevolveUtil,AvgActiveUnsecuredInstallmentInterestRate,AvgUnsecuredInstallmentInterestRate,AvgUtilization,hasActiveAutoLoan,hasActiveChargeAccount,HasActiveCreditCard,hasActiveHELOC,hasActiveInstallTrade,hasActiveLineofCredit,hasActiveMortgage,hasActiveSecuredInstallment,hasActiveStudentLoan,hasActiveUnsecuredInstallment,hasAutoLoan,HasCreditCard,hasHELOC,hasInstallTrade,hasLineofCredit,hasMortgage,hasSecuredInstallment,hasStudentLoan,hasUnsecuredInstallment,LatestActiveUnsecuredInstallmentInterestRate,LengthOfCreditHistory,MaxActiveUnsecuredInstallmentInterestRate,MaxBankRevolvingUtil,MaxChargeCardUtil,MaxCreditCardUtil,MaxCreditUnionUtil,MaxDelinquencyAmount,MaxFinanceRevolveUtil,MaxHELOCUtil,MaxLineOfCreditUtil,MaxRetailUtil,MaxRevolveUtil,MaxUnsecuredInstallmentInterestRate,MaxUtilization,MinActiveUnsecuredInstallmentInterestRate,MinBankRevolvingUtil,MinChargeCardUtil,MinCreditCardUtil,MinCreditUnionUtil,MinFinanceRevolveUtil,MinHELOCUtil,MinLineOfCreditUtil,MinRetailUtil,MinRevolveUtil,MinUnsecuredInstallmentInterestRate,MinUtilization,MonthsSinceLastestUnsecured,MonthsSinceMaxDelinquencyAmount,MonthsSinceMostMortgageDq,MonthsSinceMostRecentAutoDq,MonthsSinceMostRecentCreditCardDq,MonthsSinceMostRecentDq,MonthsSinceMostRecentInstallmentDq,MonthsSinceMostRecentRevolvingDq,MonthsSinceMostRecentStudentLoanDq,NumberActiveAutoLoan,NumberActiveCharge,NumberActiveCreditCard,NumberActiveHELOC,NumberActiveInstallmentTrades,NumberActiveLineofCredit,NumberActiveMortgage,NumberActiveSecuredInstallment,NumberActiveStudentLoan,NumberActiveTradelines,NumberActiveUnsecuredInstallment,NumberAutoLoan,NumberCreditCard,NumberHELOC,NumberInstallmentTrades,NumberLineofCredit,NumberMortgage,NumberofDqPast12M,NumberofDqTrades,NumberofMortgageDqPast12M,NumberofTradesSinceMostRecentDqPast24M,NumberofTradeswDq30DPDPast24M,NumberofTradeswDq90DPDPast24M,NumberSecuredInstallment,NumberStudentLoan,NumberTradelines,NumberTradeWithUtilAbove75,NumberUnsecuredInstallment,PercentageAccountEverDelinquent,TotalAmountBalanceOnCreditLines,TotalAmountCurrentBalance,TotalAmountPastDueTradelines ,TotalBalanceAmountofDqTrades,TotalCreditLimit,Vantage,WeightedAvgUtilization,DaysSinceMostRecentInquiryPast1M,MonthsSinceMostRecentInquiry,NumberFBInqs,NumberFBInqsPast12M,NumberFBInqsPast1M,NumberFBInqsPast3M,NumberFBInqsPast6M,NumberFBQInqs,NumberFBQInqsPast12M,NumberFBQInqsPast1M,NumberFBQInqsPast3M,NumberFBQInqsPast6M,NumberofBankInqs,NumberofBankInqsPast12M,NumberofBankInqsPast1M,NumberofBankInqsPast3M,NumberofBankInqsPast6M,NumberofCUnionInqs,NumberofCUnionInqsPast12M,NumberofCUnionInqsPast1M,NumberofCUnionInqsPast3M,NumberofCUnionInqsPast6M,NumberofFinanceInqs,NumberofFinanceInqsPast12M,NumberofFinanceInqsPast1M,NumberofFinanceInqsPast3M,NumberofFinanceInqsPast6M,NumberofInqs,NumberofInqsPast12M,NumberofInqsPast1M,NumberofInqsPast3M,NumberofInqsPast6M,HighestCollectionsAmount,HighestCollectionsAmountVerified12M,HighestNMCollectionsAmount,HighestNMCollectionsAmountVerified12M,MonthsSinceMostRecentCollection,MonthsSinceMostRecentNMCollection,NumberCollectionsAmountGreater100,NumberCollectionsPast12M,NumberCollectionsPast1to5year,NumberCollectionsPast6M,NumberNMCollections,NumberNMCollectionsBalanceGreater100,NumberNMCollectionsPast12M,NumberNMCollectionsPast1to5year,NumberNMCollectionsPast6M,NumberofCollections,TotalCollectionsAmount,TotalCollectionsAmountBalanceVerified12M,TotalNMCollectionsAmount,TotalNMCollectionsAmountVerified12M,AmountLiabilitiesBankruptcy,AmountLiabilitiesBankruptcyPast12M,AmountLiabilitiesBankruptcyPast6M,AmountLiabilitiesBankruptcyPast7Y,AmountLiabilitiesPublicRecords,AmountLiabilitiesPublicRecordsPast12M,AmountLiabilitiesPublicRecordsPast6M,AmountLiabilitiesPublicRecordsPast7Y,MonthsSinceMostRecentBankruptcy,MonthsSinceMostRecentPublicRecord,NumberofBankruptcy,NumberofBankruptcyPast12M,NumberofBankruptcyPast6M,NumberofBankruptcyPast7Y,NumberofPublicRecords,NumberofPublicRecordsPast12M,NumberofPublicRecordsPast6M,NumberofPublicRecordsPast7Y
134017242,23747830,191174,0.201543056,0.235365079,0.161314187,0.062433333,,,,0,0.164356111,,,0.164356111,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,,7322,,0.706095238,0.706095238,0.7017,0.062433333,,,,,0,0.706095238,,0.706095238,,0,0,0,0.062433333,,,,0,0,,0,999,,,,,,,,,3,4,21,0,4,0,3,0,1,33,0,12,30,0,14,0,6,0,0,0,0,0,0,0,1,61,0,1,0,39904,676188,0,0,297318,749,0.208731313,17.07636918,0.56104213,3,2,1,1,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,2,1,0,0,0,5,3,1,1,1,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
134080509,23759255,13000,0.4338,0.270333333,0.2452,,0,,,,0.26028,,,0.26028,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.0804,2208,,0.811,0.811,0.4904,,714,0,,,,0.811,,0.811,,0,0,0,,0,,,,0,,0,999,18,,17,,17,17,,,1,3,2,0,1,0,1,0,0,7,0,2,2,0,4,0,3,0,1,0,3,0,0,1,0,15,1,0,1,2037,103700,0,0,19500,738,0.156692308,13.50536913,0.443717337,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,7,1,1,1,1,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
134143985,23785390,2000,0.2375,,0.2375,,,,,,0.2375,,,0.2375,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,1795,,0.2375,,0.2375,,,,,,,0.2375,,0.2375,,0.2375,,0.2375,,,,,,0.2375,,0.2375,999,,,,,,,,,1,0,5,0,1,0,0,0,0,6,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,,475,20014,0,0,5800,664,0.2375,,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,1058,,,11.37253314,999,5,1,5,0,0,0,0,0,0,6,2562,2054,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
134318925,23838191,16050,0.669277778,0.4105625,0.669277778,,,,,0.4105625,0.521440476,,,0.521440476,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,8993,,0.877333333,0.84625,0.877333333,,,,,,0.84625,0.877333333,,0.877333333,,0.316,0,0.316,,,,,0,0,,0,999,,,,,,,,,0,5,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,,10880,11820,0,0,17674,653,0.67788162,,23.3243787,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,229,229,,,22.83155544,999,2,0,2,0,0,0,0,0,0,2,301,340,0,0,0,0,0,0,0,0,0,0,110.0284178,110.0284178,1,0,0,0,1,0,0,0
134414586,23887759,17400,0,0.068676987,0,,0,,,0.069411765,0.057230822,0.1264,0.17905,0.057230822,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,,11389,0.1264,0,0.204561404,0,,189,0,,,0.138823529,0.204561404,0.2317,0.204561404,0.1264,0,0,0,,0,,,0,0,0.1264,0,999,24,36,,,23,72,23,,0,11,2,0,5,0,1,0,1,19,1,9,5,0,27,1,4,0,7,0,10,0,1,0,7,56,0,7,1,1402,283924,0,1402,84010,655,0.080574713,4.305634688,0.141461129,5,3,0,0,0,6,3,0,0,0,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,14,9,1,1,1,0,0,0,0,14.89330408,14.89330408,0,0,2,0,2,0,0,2,0,2,348,0,348,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
134600544,23935692,7600,0.344392068,0.68,0.344392068,,,,,,0.392336058,0.2297,0.2297,0.392336058,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,,11102,0.2297,0.826,0.68,0.826,,,,,,,0.826,0.2297,0.826,0.2297,0,0.68,0,,,,,,0,0.2297,0,999,,,,,,,,,0,1,8,0,1,0,0,0,0,10,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,,4712,9796,0,0,25300,674,0.62,1.504610104,0.049433791,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,5,2,1,1,1,51,51,,,29.88166854,999,0,0,1,0,0,0,0,0,0,1,51,51,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
135323036,24172247,9800,0.778367347,,0.778367347,,,,,,0.778367347,,,0.778367347,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0839,4934,,0.778367347,,0.778367347,,,,,,,0.778367347,,0.778367347,,0.778367347,,0.778367347,,,,,,0.778367347,,0.778367347,999,,,,,,,,,0,0,2,0,0,0,1,0,0,3,0,1,3,0,10,0,2,0,0,0,0,0,0,0,9,16,1,0,,7628,301767,0,0,26300,675,0.778367347,19.84317561,0.651945235,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,8,3,2,2,2,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
135824196,24347488,0,,,,,,,,,,,0.2736,,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0.0972,7452,,,,,,,,,,,,0.3386,,,,,,,,,,,,0.2086,,999,,,,,,,,,1,0,1,0,2,0,1,0,1,4,0,4,3,0,10,1,1,0,0,0,0,0,0,0,1,16,0,5,,0,325173,0,0,39900,699,,28.82535313,0.947053636,1,1,0,0,0,5,5,3,3,3,1,1,0,0,0,4,4,3,3,3,0,0,0,0,0,6,5,3,3,3,0,0,,,21.97417945,999,0,0,1,0,0,0,0,0,0,1,1730,0,0,0,0,0,0,0,0,0,0,0,38.33591172,38.33591172,1,0,0,1,1,0,0,1
135895194,24369945,31930,0.97672,0.672460839,0.97672,,0.619166667,,,0.571126016,0.733312671,0.1348,0.1348,0.733312671,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,,5643,0.1348,0.97672,1,0.97672,,,0.619166667,,,1,1,0.1348,1,0.1348,0.97672,0.136585366,0.97672,,0.619166667,,,0.136585366,0.136585366,0.1348,0.136585366,999,,,,,,,,,2,4,1,0,4,0,2,0,1,11,1,10,2,0,14,0,4,0,0,0,0,0,0,0,1,27,3,3,,26723,600014,0,0,35154,663,0.836924522,,18.44355224,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
135920971,24376296,1000,0.771,,0.771,,,,,,0.771,,,0.771,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,10037,,0.771,,0.771,,895,,,,,0.771,,0.771,,0.771,,0.771,,,,,,0.771,,0.771,999,50,,,47,47,,,,0,2,3,0,0,0,0,0,0,5,0,3,5,0,5,0,0,0,1,0,0,0,0,0,0,12,1,0,1,771,5931,0,3176,27900,687,0.771,13.59281108,0.446590232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,113635,113635,113635,113635,71.21601055,71.21601055,2,0,0,0,2,2,0,0,0,2,106045,143554,106045,143554,29201,29201,29201,29201,29201,29201,29201,29201,4.750580047,4.750580047,1,1,1,1,1,1,1,1
136174221,24471265,43000,0.010685307,0.1148,0.010685307,,0,,,0.2296,0.052331184,,,0.052331184,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,,7075,,0.0246875,0.2296,0.0246875,,,0,,,0.2296,0.2296,,0.2296,,0,0,0,,0,,,0.2296,0,,0,999,,,,,31,,31,,1,6,4,0,2,0,1,0,0,13,0,2,13,0,5,0,2,0,1,0,0,0,0,0,0,31,0,0,1,1613,151392,0,102,115025,801,0.037511628,8.170505127,0.268440999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
136230915,24488696,26300,0.699674731,,0.699674731,,,,0.9458,,0.699674731,0.14655,0.14655,0.699674731,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0.1343,4726,0.1588,0.998774194,,0.998774194,,13802,,,0.9458,,0.998774194,0.1588,0.998774194,0.1343,0.11875,,0.11875,,,,0.9458,,0.11875,0.1343,0.11875,999,34,30,,,30,,,,4,0,5,0,6,1,2,0,0,14,2,7,10,0,10,1,2,0,1,0,0,0,0,1,0,25,2,2,1,25391,909830,0,300663,82485,618,0.965437262,4.67982816,0.153755212,3,2,0,0,1,8,5,2,2,3,1,1,0,0,1,5,3,2,2,2,2,1,0,0,0,9,6,3,3,4,456,456,,,10.63446323,999,1,1,0,0,0,0,0,0,0,1,456,456,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
136469222,24556425,57000,0.008716667,0.023428571,0.008716667,,0,,,,0.013620635,,0.0943,0.013620635,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,,5176,,0.033,0.046857143,0.033,,,0,,,,0.046857143,0.0943,0.046857143,,0,0,0,,0,,,,0,0.0943,0,999,,,,,,,,,1,2,5,0,1,0,1,0,0,9,0,4,7,0,7,0,5,0,0,0,0,0,0,0,0,24,0,1,,455,169433,0,0,70774,816,0.007982456,13.24771647,0.435252189,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,4,3,3,3,3,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
136583854,24598247,58524,0.152278388,0.035054167,0.152278388,,,,,,0.093666277,,0.1278,0.093666277,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0.0463,6646,,0.447692308,0.1015625,0.447692308,,,,,,,0.447692308,0.1405,0.447692308,,0,0,0,,,,,,0,0.1151,0,999,,,,,,,,,1,4,3,0,1,0,1,0,0,9,0,2,4,0,4,0,4,0,0,0,0,0,0,0,0,20,0,2,,6056,80796,0,0,76674,812,0.103478915,,14.92700228,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
136772666,24648936,6600,0.096666667,0.189833333,0.096666667,,,,,0,0.152566667,,,0.152566667,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,963,,0.193333333,0.5695,0.193333333,,,,,,0,0.5695,,0.5695,,0,0,0,,,,,0,0,,0,999,,,,,,,,,1,3,2,0,1,0,0,0,0,6,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,,2336,36974,0,0,7600,726,0.353939394,0.855092049,0.02809395,8,3,2,2,2,8,3,2,2,2,6,3,2,2,2,0,0,0,0,0,2,0,0,0,0,9,3,2,2,2,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137445582,24877438,60000,0.047,,0.047,,,,,,0.047,,,0.047,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,,5596,,0.188,,0.188,,,,,,,0.188,,0.188,,0,,0,,,,,,0,,0,999,,,,,,,,,0,0,9,0,0,0,0,0,0,9,0,0,15,0,4,0,4,0,0,0,0,0,0,0,3,28,0,0,,564,564,0,0,292024,835,0.0094,0.47589838,0.015635586,2,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3,2,1,1,1,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137473615,24883009,7650,0.29171978,0,0.29171978,,0,,,,0.218789835,0.1052,0.1052,0.218789835,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,,6920,0.1052,0.497428571,0,0.497428571,,,0,,,,0.497428571,0.1052,0.497428571,0.1052,0.089230769,0,0.089230769,,0,,,,0,0.1052,0,999,47,,27,44,27,27,44,,1,2,3,0,6,0,1,0,4,12,1,4,6,0,16,0,2,0,4,0,0,0,0,0,9,28,0,3,1,2376,292779,0,594,19650,653,0.310588235,,7.940157191,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,55.71115865,55.71115865,0,0,2,0,2,0,0,2,0,2,4297,0,4297,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137608498,24919241,41031,0,0.025465682,0,,0,,,0.057297785,0.020835558,,,0.020835558,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,,10246,,0,0.204029851,0,,,0,,,0.204029851,0.204029851,,0.204029851,,0,0,0,,0,,,0,0,,0,999,17,,,23,16,,16,,1,11,3,0,4,0,1,0,3,19,0,5,5,0,10,0,2,0,2,0,1,1,0,0,3,32,0,1,1,1445,174830,0,0,118231,798,0.035217275,,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137700988,24968548,18950,0.026458333,0.116428571,0.026458333,0.678933333,0.232857143,,0.678933333,0,0.192941429,0.0812,0.0812,0.192941429,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,5141,0.0812,0.052916667,0.232857143,0.052916667,0.678933333,,0.232857143,,0.678933333,0,0.678933333,0.0812,0.678933333,0.0812,0,0,0,0.678933333,0.232857143,,0.678933333,0,0,0.0812,0,999,,,,,,,,,1,4,4,0,4,1,1,0,1,14,1,2,4,0,10,1,1,0,0,0,0,0,0,0,6,26,0,1,,6686,132038,0,0,44538,714,0.352823219,,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137705151,24965866,233800,0.168896264,0.3686,0.168896264,,,0.77969,,,0.218822198,0.08985,0.08985,0.281140843,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,,7873,0.1191,0.808577586,0.5811,0.808577586,,,,0.77969,,,0.808577586,0.1191,0.808577586,0.0606,0,0.1561,0,,,0.77969,,,0,0.0606,0,999,,,,3,3,,3,,2,5,7,1,6,0,0,0,2,19,2,7,7,1,20,1,1,1,1,0,2,1,0,0,9,36,2,3,1,119818,244172,0,0,302600,688,0.512480753,,1.057407585,3,3,0,1,1,3,3,0,1,1,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,0,1,2,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137726129,24974114,12800,0.864375,0,0.864375,,,,,0.090666667,0.333458333,,,0.333458333,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,4299,,0.9465,0,0.9465,,70,,,,0.272,0.9465,,0.9465,,0.78225,0,0.78225,,,,,0,0,,0,999,57,,,,,,,,0,8,3,0,3,0,0,0,3,15,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,19,2,0,,5430,14505,0,0,37535,665,0.42421875,,1.262742859,3,2,0,2,2,3,2,0,2,2,2,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3,2,0,2,2,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
137761082,24979200,600,0.218333333,,0.218333333,,,,,,0.218333333,,,0.218333333,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,2454,,0.218333333,,0.218333333,,,,,,,0.218333333,,0.218333333,,0.218333333,,0.218333333,,,,,,0.218333333,,0.218333333,999,,,,,,,,,1,0,3,0,1,0,0,0,0,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,,131,23653,0,0,4100,649,0.218333333,,5.012278382,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,129,129,,,40.265569,999,1,0,1,0,0,0,0,0,0,1,129,129,0,0,8824,0,0,0,8824,0,0,0,85.44103462,85.44103462,1,0,0,0,1,0,0,0
138614001,25252147,19500,0.18668315,,0.18668315,,,,,,0.18668315,,,0.18668315,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,,5033,,0.408809524,,0.408809524,,7911,,,,,0.408809524,,0.408809524,,0.001,,0.001,,,,,,0.001,,0.001,999,29,22,,25,22,,25,,0,0,4,0,0,0,1,0,0,5,0,1,6,0,2,0,3,0,5,0,3,0,1,0,0,12,0,0,1,3588,191585,0,188956,26241,643,0.184,,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,,,49.59308884,999,1,0,1,0,0,0,0,0,0,1,236,236,0,0,0,0,0,0,9396,9396,9396,9396,999,2.807733905,0,0,0,0,1,1,1,1
139176835,25429007,2000,0.936,0.203,0.936,,0.203,,,,0.5695,0.24395,0.2825,0.5695,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,,11506,0.319,0.936,0.203,0.936,,,0.203,,,,0.936,0.3458,0.936,0.1689,0.936,0.203,0.936,,0.203,,,,0.203,0.1689,0.203,999,,,,,,,,,1,4,4,0,3,0,1,0,0,12,2,2,6,1,14,1,2,0,0,0,0,0,0,1,0,30,1,10,,1139,124447,8497,0,174950,656,0.5695,28.82211829,0.946947355,6,1,0,0,1,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1,0,0,1,10,3,1,1,2,7758,7758,7758,7758,37.08731985,37.08731985,2,0,3,0,3,2,0,3,0,3,8933,8671,8933,8671,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
141300091,26156943,20500,0.505099961,0.404369919,0.384113356,,,,,0.061666667,0.394241637,,,0.394241637,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0.0647,3922,,0.747073171,0.747073171,0.589090909,,,,,,0.061666667,0.747073171,,0.747073171,,0.179135802,0.061666667,0.179135802,,,,,0.061666667,0.061666667,,0.061666667,999,,,,,,,,,1,2,2,0,1,0,1,0,0,6,0,3,2,0,4,0,2,0,0,0,0,0,0,0,1,10,0,0,,9087,159548,0,0,20500,708,0.443268293,,1.166320725,3,3,0,3,3,3,3,0,3,3,1,1,0,1,1,0,0,0,0,0,2,2,0,2,2,6,6,0,4,6,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
142132451,26423981,14500,0,,0,,,,,,0,0.2231,0.2231,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.2231,4254,0.2231,0,,0,,,,,,,0,0.2231,0,0.2231,0,,0,,,,,,0,0.2231,0,999,,,,52,3,,3,,0,1,6,0,1,0,0,0,0,8,1,0,10,0,3,0,0,1,3,0,0,1,0,0,2,14,0,1,1,0,23729,0,0,54000,696,0,,7.933928592,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,6,0,0,0,941,941,,,46.47270762,999,1,0,1,0,0,0,0,0,0,1,626,941,0,0,0,0,0,0,0,0,0,0,5.305537866,5.305537866,4,1,1,4,4,1,1,4
142272441,26463618,11300,0.943362832,,0.943362832,,,,,,0.943362832,0.124733333,0.127075,0.943362832,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0.1126,5497,0.1578,0.943362832,,0.943362832,,,,,,,0.943362832,0.1578,0.943362832,0.1038,0.943362832,,0.943362832,,,,,,0.943362832,0.1038,0.943362832,999,,,,50,50,,50,,1,1,4,0,4,0,2,0,0,11,3,6,7,0,11,0,3,0,1,0,0,0,0,0,0,24,1,4,1,10660,268298,0,0,79001,692,0.943362832,21.35940362,0.70176073,5,4,4,4,4,5,4,4,4,4,2,2,2,2,2,0,0,0,0,0,3,2,2,2,2,7,6,5,6,6,,,,,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0
