,Grp_Dqs_0,Grp_Dqs_1,Grp_Dqs_2,Grp_Dqs_3,Grp_Dqs_4,Grp_Dqs_5,Grp_Dqs_6,Grp_Dqs_7,Grp_Dqs_8,Grp_Dqs_9,Grp_Dqs_10
13,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
14,-0.7089856546466785,-0.6799997996994341,-0.006434902247571133,-0.47631482625059496,0.18473056806129787,0.04118196014371346,0.04724311655118816,-0.03348255264365963,0.13240566470688472,0.026340361010427922,0.07402888128313916
15,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
16,-2.378529904430499,1.9849911738017392,-1.8815998615376561,1.4745233393759927,1.9830621551327394,-0.050384261783293124,-0.49587648845593096,0.11270428072349872,-0.9315090807679824,-0.5099167003288336,-0.11583613955979784
17,-0.6460200719452154,1.8145922119149114,1.5317960636015127,1.0831234994050023,-0.2666933737104009,-1.4155657120656775,0.13396397066057758,0.823869615016955,-1.119843140001478,-0.22375261656580253,-1.1343788983743588
18,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
19,0.36636325833287214,3.7257519708320936,3.523198131180005,-0.034477486709109564,-0.5975644914669274,-0.6991810964288311,-2.8318994413846923,1.047146331199508,1.1584850296882299,-2.445522279491467,-0.4974586448123838
20,-0.5808492502080578,1.5317973857032834,1.1647947487753934,0.8394572373976253,-0.3804734265126484,-0.46793935036714235,0.05040097550448112,0.8363232025557009,-0.9526089941283572,-0.398483747928288,-1.3858333817151396
21,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
22,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
23,-0.7089856546466785,-0.6799997996994341,-0.006434902247571133,-0.47631482625059496,0.18473056806129787,0.04118196014371346,0.04724311655118816,-0.03348255264365963,0.13240566470688472,0.026340361010427922,0.07402888128313916
24,2.3575723862254256,-0.9048027308575323,1.9341592900347426,0.4719000442281933,-1.2869693883796838,-1.5906123922532278,-1.1989527816739498,2.3952091665398094,-0.7290239879966287,0.11774409491545262,-1.157727694901648
25,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
26,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
27,1.8816906360501435,2.4958094910567565,-0.9100762411238112,3.9992489366082054,0.3062546713099211,-1.6377443038110935,-4.0629739014130095,1.587099361913967,1.0110596452027947,-0.15459800313675837,0.26672719468832173
28,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
29,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
30,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
31,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
32,-0.9077643711135834,1.7638729265462727,1.248064578669735,1.020529094511917,-0.40404814680875145,-1.0355454102539925,0.20723960671581143,0.47038107877470264,-0.9364112856211655,-0.2010714773384138,-1.1504017878255126
33,-0.009050515100105324,0.9189952871277693,0.38364130606281066,0.9084432472720286,-0.27250088758609364,-0.3071001950779833,0.02391169184743306,0.8081701392834749,-0.8804456475011505,-0.07557706100872637,-1.7790089544633747
34,1.3971619153096675,2.7332837260917016,-0.02160415252104568,-1.224286303977868,-0.34030074876077054,3.90814203478103,-1.1736196339759806,2.816058507308471,-2.1487313315320185,2.102329770561206,-0.3073594178294182
35,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
36,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
37,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
38,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
39,0.1316248055123452,1.857508201129414,2.5907463622260587,0.8062344194388973,-1.273470576195374,-0.6764705422284524,0.3937042234964357,1.0692301501373478,-0.863004320268461,-0.466767872772024,-1.4759300268938973
40,2.211526150282766,-0.23897784516765797,-0.609895491686716,1.2330564038895948,0.06488599292013897,-0.742617591259921,-0.9359186885660159,2.068020264337569,-1.6974916708054069,-0.6137680976596027,-0.8599800568777684
41,-0.5479484847867041,-0.423839369895296,0.024636926808321694,-0.2239105929793062,0.09790505268020455,-0.02023347132161365,0.02625340766444444,0.12473021453725446,-0.06637945159422302,0.014023158591886214,-0.3186257205286447
