,Grp_Tradelines_0,Grp_Tradelines_1,Grp_Tradelines_2,Grp_Tradelines_3,Grp_Tradelines_4,Grp_Tradelines_5,Grp_Tradelines_6,Grp_Tradelines_7,Grp_Tradelines_8,Grp_Tradelines_9,Grp_Tradelines_10,Grp_Tradelines_11,Grp_Tradelines_12,Grp_Tradelines_13,Grp_Tradelines_14,Grp_Tradelines_15,Grp_Tradelines_16,Grp_Tradelines_17,Grp_Tradelines_18
0,4.024829376242222,5.9879074911451555,-3.740407045894911,5.292482056411861,6.622937901692031,1.7269952520601284,-2.3023122945102066,-0.059881992645397106,-0.47008968877046325,-1.9542764360217586,0.42425162608242667,-0.25235064795904544,0.944761498881986,1.0155797535393192,0.004857160798456463,-1.0293549132379427,-0.8596252851198506,-0.10893782870072449,0.5735324434726354
1,0.6681246049172327,2.366226394006812,-1.785863540952933,0.2209951235754033,2.893160611432605,-1.4885412192328877,0.8415842331887435,-0.9628494853641331,-1.0922205610350828,1.514493869353809,1.413609505918244,-0.7737643988798203,-1.8590379102004706,-1.7928157237890732,-2.9985470230987197,1.3136132265644902,-0.7519504191934097,0.4696979971737664,1.0431558310782878
2,-4.360757560461623,1.3927684919448753,-2.1533109987415675,0.29208593343475076,-1.2819057800453082,1.6176822379890798,1.5320002804207242,0.37066377617907775,3.5870597062993967,-1.1145182790169679,-0.9463866527423247,0.6561374935152103,-0.876004576501662,0.3741619553882153,-0.5535466256507048,0.18639231321415392,0.044130961271300145,-0.1486084712833134,-0.4760060018004577
3,5.792284532870557,6.790457526167541,-2.5328448084137527,-0.0349623129044725,5.0868750711885635,-0.08633220937983359,-3.899446560082714,-0.22732037470448835,1.140252861735484,-1.3803419753797044,-0.7660288364443788,0.23778041733041166,1.088674493557321,0.6450739869422352,-0.8180487429005308,-2.660391340482734,-0.5956429603783594,-1.466744360189046,-1.3176834218232183
4,1.5573367224591714,-0.12598667504270805,1.5086160274474196,1.5491369194514193,-0.22797730854425005,-2.436496043115922,1.0621309810801645,-0.3876177445368582,-0.2278598524566875,-0.9330773898505854,0.05282801118231338,-0.08627827185421222,-0.7909031004938255,1.2264144792718688,-0.6119281414786439,-0.2985891363135422,-0.3050176198389286,-0.16320561637545117,-0.09872927807094364
5,-2.563404493498031,-0.015879201004464147,0.8151396093214851,0.03782107184709689,-0.0026857117749266237,-0.49262060204007646,-1.7675436471187307,-0.13509165963464545,-0.19959504088245292,-1.018098804842235,-0.13402675544168904,0.17070674834410782,0.43742798641280567,-0.1100012590005855,-0.14459425512590654,0.22867941872072511,-0.2976044472586178,0.15227759367268506,-0.04440849481985587
6,-0.36632458023457604,-0.03659020371557818,0.972840522124735,-0.22065384925745155,0.4771583298953725,1.1472018663576107,-0.6977457028336953,0.012503025472283567,0.4506647927576934,0.4949498099715322,2.2209724807650715,-1.2329152712795253,0.25412106366732,0.5245385229077854,2.4394740325284117,0.8509589295194523,-0.39139837101511643,0.10673929206846594,0.39718494217059797
7,1.3152880811873706,1.0603015922069359,1.969081583019375,0.9421505074601753,-1.52375157375326,-0.8466370020174654,-0.5391844399363636,0.11174693584292461,0.5191042292920584,0.3300675881459802,0.5505609584610885,-0.4556476558400517,-0.04452193080796919,-0.14544807247605265,0.2330868788662847,-0.5598365110882539,-0.6247176790854354,-0.6667484587333312,-0.6016005265603793
8,0.17425433721405023,4.147132424880003,-0.6921760018276598,2.262287258493369,0.9917161505495025,-0.10904763187238047,1.512533215785491,-0.13284655667350503,0.4159431689411676,0.0279639827056632,1.955950675713304,-0.7768879439709298,-1.5220511815594846,-2.6079107754092763,-0.9415257665211805,0.9556137179943519,-0.7558109772586434,2.2514688961179776,0.009319044775562974
9,3.433885196887209,2.1818824595660073,0.5370847677275269,-3.8442299602614414,-0.24830124457263286,-3.460618292975464,0.40975608668623953,-0.3993142601414883,0.26047015750967223,-1.2794687924155523,-0.24062505335383796,0.11104034524291094,-0.49257248570539025,0.7313676909162505,-0.03545229310847199,-0.28439577327129584,0.1118531002729882,-0.500836264916362,0.09374848914108924
